datetime,day_of_month,weekday,month,year,hour_of_day,minute_of_hour,author,body
2020-06-29 03:11:00,29,Monday,June,2020,3,11,Therese,Don't hold back
2020-06-29 12:36:00,29,Monday,June,2020,12,36,Bette Porter,<Media omitted>
2020-06-29 15:18:00,29,Monday,June,2020,15,18,Bette Porter,<Media omitted>
2020-06-29 15:48:00,29,Monday,June,2020,15,48,Arizona,"""Yes Elsa"
2020-06-29 19:55:00,29,Monday,June,2020,19,55,Carol,I don't want to come because I mean to bring something different
2020-06-29 23:38:00,29,Monday,June,2020,23,38,Therese,It's kind of confusing sometimes
2020-06-30 02:41:00,30,Tuesday,June,2020,2,41,Carol,""""
2020-06-30 03:43:00,30,Tuesday,June,2020,3,43,Bette Porter,"I mean, you're going to tell us the news on this show that all the rest is just one big black girl from a small town across the river which you really didn't tell us, right?"
2020-06-30 09:20:00,30,Tuesday,June,2020,9,20,Arizona,"What do you do on Sundays?

So what do people do on Sundays? We always want to make sure we deliver as many food items as we can for our customers so there is a lot of different and interesting food happening around the city"
2020-07-01 08:12:00,1,Wednesday,July,2020,8,12,Bette Porter,Her words immediately hit him like a bolt of lightning
2020-07-01 17:59:00,1,Wednesday,July,2020,17,59,Carol,He's done really well
2020-07-01 19:13:00,1,Wednesday,July,2020,19,13,Carol,"What's with all the haters trying to accuse me of not wanting to listen to their stories?

When I heard the radio play they were talking about the"
2020-07-01 21:20:00,1,Wednesday,July,2020,21,20,Carol,‡No
2020-07-01 21:58:00,1,Wednesday,July,2020,21,58,Arizona,This is a choice you don't make
2020-07-01 23:06:00,1,Wednesday,July,2020,23,6,Therese,I'm glad I had my love affair
2020-07-02 02:44:00,2,Thursday,July,2020,2,44,Carol,"I can't just eat you that way for one day, do you believe it? This is very good"
2020-07-02 07:48:00,2,Thursday,July,2020,7,48,Carol,"And I have known everyone there, everybody in this country that I have had the heart"
2020-07-02 07:58:00,2,Thursday,July,2020,7,58,Carol,"I wish it were no more; yet, I love you"
2020-07-02 21:15:00,2,Thursday,July,2020,21,15,Bette Porter,I am open to ideas and to making an offer
2020-07-02 21:38:00,2,Thursday,July,2020,21,38,Bette Porter,What do you do on Sundays? I have a job and it's very important that we do something to prepare and prepare for the Sunday work
2020-07-02 23:13:00,2,Thursday,July,2020,23,13,Bette Porter,She would lose her grip on the crowd
2020-07-03 01:31:00,3,Friday,July,2020,1,31,Waverly,I just have to call and ask if you'll be okay for an hour and talk some more
2020-07-03 07:00:00,3,Friday,July,2020,7,0,Arizona,Potter? You're going to try and help me…if you have someone who might be interested in joining you…you've got to go ask her
2020-07-03 15:59:00,3,Friday,July,2020,15,59,Arizona,And so I just keep going out there
2020-07-03 20:09:00,3,Friday,July,2020,20,9,Therese,<Media omitted>
2020-07-04 18:18:00,4,Saturday,July,2020,18,18,Waverly,<Media omitted>
2020-07-05 03:35:00,5,Sunday,July,2020,3,35,Bette Porter,West
2020-07-05 09:54:00,5,Sunday,July,2020,9,54,Waverly,edu
2020-07-05 15:53:00,5,Sunday,July,2020,15,53,Arizona,<Media omitted>
2020-07-05 20:12:00,5,Sunday,July,2020,20,12,Carol,Thank you for the support and your kindness from the internet
2020-07-05 22:16:00,5,Sunday,July,2020,22,16,Therese,"Like, how do you know your friends, anyway? Just sitting there with those awful, empty stares you get after you go to sleep?

[Your hands brush against your back"
2020-07-06 08:09:00,6,Monday,July,2020,8,9,Carol,There you go
2020-07-06 08:41:00,6,Monday,July,2020,8,41,Bette Porter,"For those of you who want to understand this problem, the best way to start is to look at how many players who have used the Rift (and the actual game) in the past and see the results (and not just the results of playing 2D World)"
2020-07-06 12:09:00,6,Monday,July,2020,12,9,Carol,"""The situation is even worse, you know, that I never met with any of you before,"" Kato asked"
2020-07-06 21:15:00,6,Monday,July,2020,21,15,Waverly,No way
2020-07-07 00:51:00,7,Tuesday,July,2020,0,51,Carol,Please stay with me
2020-07-07 04:33:00,7,Tuesday,July,2020,4,33,Waverly,"No… I'm sorry, this is not working"
2020-07-07 13:11:00,7,Tuesday,July,2020,13,11,Carol,<Media omitted>
2020-07-07 21:43:00,7,Tuesday,July,2020,21,43,Waverly,<Media omitted>
2020-07-08 11:59:00,8,Wednesday,July,2020,11,59,Carol,<Media omitted>
2020-07-08 19:20:00,8,Wednesday,July,2020,19,20,Waverly,No one here should come here to see you tomorrow
2020-07-08 19:55:00,8,Wednesday,July,2020,19,55,Arizona,That wouldn't be okay
2020-07-09 14:35:00,9,Thursday,July,2020,14,35,Waverly,‥I'll take you to a classroom where you can play with new toys
2020-07-10 02:08:00,10,Friday,July,2020,2,8,Carol,"You need to believe that if you're not committed to anything, nothing can ever make up for who you are"
2020-07-10 05:17:00,10,Friday,July,2020,5,17,Waverly,I think you’d like them
2020-07-10 11:31:00,10,Friday,July,2020,11,31,Therese,<Media omitted>
2020-07-10 23:30:00,10,Friday,July,2020,23,30,Bette Porter,"""

A lot of people look down on Japan's 'big boy' culture"
2020-07-11 00:47:00,11,Saturday,July,2020,0,47,Arizona,’
2020-07-11 02:01:00,11,Saturday,July,2020,2,1,Waverly,"I must protect you, so don't worry too much about it!」

Before walking out and leaving the office…

「I hear it's coming home to eat"
2020-07-11 02:14:00,11,Saturday,July,2020,2,14,Carol,In light of how you are dealing with the loss of you mommy
2020-07-11 12:27:00,11,Saturday,July,2020,12,27,Carol,I think you’d like them
2020-07-11 19:39:00,11,Saturday,July,2020,19,39,Therese,"I mean, yes"
2020-07-12 00:18:00,12,Sunday,July,2020,0,18,Arizona,<Media omitted>
2020-07-12 09:28:00,12,Sunday,July,2020,9,28,Carol,"I'm telling you: she always thought of all those things so long ago that she didn't want to be left behind, that we would do anything for her"
2020-07-12 18:41:00,12,Sunday,July,2020,18,41,Carol,"We talked about her a lot during that conversation, and after we had a baby, we spoke about it again"
2020-07-12 20:27:00,12,Sunday,July,2020,20,27,Bette Porter,I'll be right next
2020-07-13 09:35:00,13,Monday,July,2020,9,35,Carol,I'm going to make an offer not to have anyone arrest me
2020-07-13 09:53:00,13,Monday,July,2020,9,53,Carol,<Media omitted>
2020-07-13 14:35:00,13,Monday,July,2020,14,35,Carol,<Media omitted>
2020-07-13 16:44:00,13,Monday,July,2020,16,44,Carol,")

""If no man thinks there is anything to be ashamed of, why do you say so? You say you don't"
2020-07-13 16:46:00,13,Monday,July,2020,16,46,Therese,"When we arrived back in Australia a few days later, he"
2020-07-13 22:47:00,13,Monday,July,2020,22,47,Carol,* You can then speak to another character
2020-07-14 06:26:00,14,Tuesday,July,2020,6,26,Therese,He asked me whether I was the type of car people in the city needed looking for
2020-07-14 12:29:00,14,Tuesday,July,2020,12,29,Arizona,Would you like to come visit me this Sunday? You gotta come
2020-07-14 12:34:00,14,Tuesday,July,2020,12,34,Bette Porter,<Media omitted>
2020-07-14 14:58:00,14,Tuesday,July,2020,14,58,Bette Porter,<Media omitted>
2020-07-14 17:43:00,14,Tuesday,July,2020,17,43,Arizona,"(after a couple of hour's conversation)


Owen: Hey there, Clara I need your help"
2020-07-14 20:43:00,14,Tuesday,July,2020,20,43,Carol,She actually took a shower and kept doing that for about five minutes
2020-07-15 07:56:00,15,Wednesday,July,2020,7,56,Arizona,"It's my first time for quite awhile because I've been talking to a lot of cool girls who are in my life, I really want to hear about them so I'll see if they could meet some good girls in person"
2020-07-15 08:35:00,15,Wednesday,July,2020,8,35,Carol,I'm not telling you anything about guys
2020-07-15 16:02:00,15,Wednesday,July,2020,16,2,Arizona,Just not to the point where she'd like to go back into the school where everyone else is
2020-07-15 16:23:00,15,Wednesday,July,2020,16,23,Arizona,"If you feel good, then I don't need to be in this business"
2020-07-16 09:15:00,16,Thursday,July,2020,9,15,Carol,9)
2020-07-16 12:12:00,16,Thursday,July,2020,12,12,Therese,"Anyway, the apartment’s a nice big one"
2020-07-16 21:07:00,16,Thursday,July,2020,21,7,Carol,"It's great being in the classroom, not being alone"
2020-07-17 02:22:00,17,Friday,July,2020,2,22,Therese,A young police officer came by the scene
2020-07-17 09:15:00,17,Friday,July,2020,9,15,Therese,"""Sorry"
2020-07-17 11:57:00,17,Friday,July,2020,11,57,Waverly,"""

The girls have known each other well"
2020-07-17 12:57:00,17,Friday,July,2020,12,57,Arizona,I will come first
2020-07-17 13:25:00,17,Friday,July,2020,13,25,Arizona,<Media omitted>
2020-07-17 22:51:00,17,Friday,July,2020,22,51,Waverly,"But, it was so, great and a real hit"
2020-07-18 07:24:00,18,Saturday,July,2020,7,24,Bette Porter,"So I'm trying to make sure something as big as this show, like a national hit, is shown"
2020-07-18 09:38:00,18,Saturday,July,2020,9,38,Bette Porter,"I'm in a very hard situation in my life right now, and I can't imagine being the same person I am now, but I will try what I can"
2020-07-18 10:48:00,18,Saturday,July,2020,10,48,Bette Porter,"I got your face, yeah? No, no sorry"
2020-07-18 17:00:00,18,Saturday,July,2020,17,0,Waverly,"""I'm quite aware of your abilities here,"" I said, ""to deal with people whom you might try to befriend"
2020-07-18 17:07:00,18,Saturday,July,2020,17,7,Waverly,<Media omitted>
2020-07-18 18:37:00,18,Saturday,July,2020,18,37,Waverly,"It's very, very quiet at the present time"
2020-07-19 09:07:00,19,Sunday,July,2020,9,7,Bette Porter,"Well, you might want to make friends with me if you want, but I'm not going to hurt you"
2020-07-19 09:28:00,19,Sunday,July,2020,9,28,Bette Porter,"""Sorry"
2020-07-19 10:23:00,19,Sunday,July,2020,10,23,Arizona,There was a day I'm going to come back
2020-07-20 03:18:00,20,Monday,July,2020,3,18,Carol,We could use you
2020-07-20 07:43:00,20,Monday,July,2020,7,43,Carol,But that means something
2020-07-20 11:23:00,20,Monday,July,2020,11,23,Carol,I'll have to find another time to cook
2020-07-20 14:24:00,20,Monday,July,2020,14,24,Arizona,Thank you
2020-07-20 17:20:00,20,Monday,July,2020,17,20,Therese,That's how it will be
2020-07-21 04:21:00,21,Tuesday,July,2020,4,21,Bette Porter,<Media omitted>
2020-07-21 10:17:00,21,Tuesday,July,2020,10,17,Carol,They just drove up there
2020-07-21 18:04:00,21,Tuesday,July,2020,18,4,Carol,"""We're always trying to grow the team,"" said Whitworth, who was named Pro Bowler and played in 10 games"
2020-07-21 21:27:00,21,Tuesday,July,2020,21,27,Therese,"If that person is my brother, then I'm your brother"
2020-07-22 04:12:00,22,Wednesday,July,2020,4,12,Waverly,I said yes you could
2020-07-22 12:08:00,22,Wednesday,July,2020,12,8,Arizona,"' And he did, and his sister wrote his book about his last day"
2020-07-22 12:41:00,22,Wednesday,July,2020,12,41,Carol,I will make sure you stay here
2020-07-22 18:29:00,22,Wednesday,July,2020,18,29,Therese,And you know what? It's not nearly as bad as I thought
2020-07-22 21:16:00,22,Wednesday,July,2020,21,16,Bette Porter,I'm not gonna lie
2020-07-23 12:49:00,23,Thursday,July,2020,12,49,Waverly,"""

But he said he's still curious to know if that doesn't mean there will always be a ""big game on"" for him in Canada"
2020-07-23 13:39:00,23,Thursday,July,2020,13,39,Bette Porter,<Media omitted>
2020-07-23 15:25:00,23,Thursday,July,2020,15,25,Bette Porter,"""


My heart skipped a beat, and then it stopped, and then it couldn't"
2020-07-23 16:06:00,23,Thursday,July,2020,16,6,Therese,"I'll wait, but we've got to stay back to stay sane"
2020-07-23 19:46:00,23,Thursday,July,2020,19,46,Bette Porter,"Right?

Well, this is probably for the best"
2020-07-23 19:49:00,23,Thursday,July,2020,19,49,Carol,"""

""I know"
2020-07-23 23:39:00,23,Thursday,July,2020,23,39,Carol,"Let me take you to lunch, it’s the least I can do"
2020-07-23 23:58:00,23,Thursday,July,2020,23,58,Carol,"""You're not getting out of bed,"" I said and I heard her voice grow deeper that I was sure she wasn't able to hear"
2020-07-24 03:54:00,24,Friday,July,2020,3,54,Carol,"I know we've had a lot of bad elections and things like that and things that have happened from the very beginning, but to really believe this nation's going to have to be on the right side of history with things like this is absolutely un-American and, frankly, frankly, is not possible"
2020-07-24 05:38:00,24,Friday,July,2020,5,38,Bette Porter,But I know you'll want it out of me
2020-07-24 07:03:00,24,Friday,July,2020,7,3,Waverly,I know that your friends are better than other people
2020-07-24 08:29:00,24,Friday,July,2020,8,29,Therese,"Go out and live the life you want because I want you, you don't have a lot of options right now"
2020-07-24 11:08:00,24,Friday,July,2020,11,8,Carol,<Media omitted>
2020-07-25 00:21:00,25,Saturday,July,2020,0,21,Carol,<Media omitted>
2020-07-25 04:10:00,25,Saturday,July,2020,4,10,Waverly,I don't want to make you uncomfortable; I've got something to show you
2020-07-25 07:59:00,25,Saturday,July,2020,7,59,Bette Porter,<Media omitted>
2020-07-25 15:17:00,25,Saturday,July,2020,15,17,Waverly,"Would you?’ Oh, don't worry about that"
2020-07-25 21:43:00,25,Saturday,July,2020,21,43,Arizona,So thank you everybody
2020-07-26 03:51:00,26,Sunday,July,2020,3,51,Bette Porter,<Media omitted>
2020-07-27 01:22:00,27,Monday,July,2020,1,22,Bette Porter,<Media omitted>
2020-07-27 13:51:00,27,Monday,July,2020,13,51,Therese,There was also the sweet smile that went down to his fingertips
2020-07-28 11:02:00,28,Tuesday,July,2020,11,2,Carol,No way
2020-07-28 21:43:00,28,Tuesday,July,2020,21,43,Therese,<Media omitted>
2020-07-29 06:00:00,29,Wednesday,July,2020,6,0,Waverly,"When I looked up, I could see a woman wearing a long long dress, her face still covered to the point where I could see her neck and ears"
2020-07-29 14:04:00,29,Wednesday,July,2020,14,4,Therese,[pause] But that sounds so terrible
2020-07-29 14:49:00,29,Wednesday,July,2020,14,49,Bette Porter,"Would you? Well… yeah, I bet it was a pretty large one, maybe a couple bigger"
2020-07-29 19:57:00,29,Wednesday,July,2020,19,57,Arizona,My mother and I really didn't know each other as young as she is
2020-07-29 21:48:00,29,Wednesday,July,2020,21,48,Arizona,The girls from the city began saying more as the scene became more and more bright
2020-07-29 22:21:00,29,Wednesday,July,2020,22,21,Arizona,<Media omitted>
2020-07-30 08:04:00,30,Thursday,July,2020,8,4,Arizona,<Media omitted>
2020-07-30 12:02:00,30,Thursday,July,2020,12,2,Therese,"I don't want to work on Sundays if you're not around this work day!"" The response of the female employee at the company, whose name may not yet have been disclosed, was that she was tired"
2020-07-30 15:18:00,30,Thursday,July,2020,15,18,Bette Porter,"What are he doing?


DR"
2020-07-30 17:36:00,30,Thursday,July,2020,17,36,Arizona,"The young girl had tried to hide her cries from her mom and Elsa wanted to tell her how she had cried, but Elsa didn't know how to respond to her"
2020-07-31 05:53:00,31,Friday,July,2020,5,53,Carol,"You know, I'm from a small district, in rural Indiana, and I want to get that right"
2020-07-31 09:32:00,31,Friday,July,2020,9,32,Therese,"You probably run for less than a dozen minutes, but that is still good enough for most people"
2020-08-01 02:29:00,1,Saturday,August,2020,2,29,Carol,"What's it like watching a Leicester City team perform over the weekend?

This is the time you get to see such amazing people from all over the country play for the Premier League title"
2020-08-01 04:40:00,1,Saturday,August,2020,4,40,Arizona,<Media omitted>
2020-08-01 06:31:00,1,Saturday,August,2020,6,31,Arizona,Soon
2020-08-01 13:36:00,1,Saturday,August,2020,13,36,Therese,I was terrified
2020-08-02 04:53:00,2,Sunday,August,2020,4,53,Therese,"I will be posting your login details at the end of the day (Friday, July 24 2012) You will never see any such info from me"
2020-08-02 22:46:00,2,Sunday,August,2020,22,46,Carol,go anywhere
2020-08-03 01:02:00,3,Monday,August,2020,1,2,Arizona,"Maybe you haven't, because I'm not sure how many people got that type of impression when we played at the All American"
2020-08-03 03:00:00,3,Monday,August,2020,3,0,Bette Porter,I have two kids and I was trying to make things right
2020-08-03 03:59:00,3,Monday,August,2020,3,59,Arizona,"If you are one of the 5 million people at a gathering, or if you meet someone who doesn�t like that in a crowded environment, then your friend will have a second thought that might lead you, but that is not at all what you're thinking"
2020-08-03 04:30:00,3,Monday,August,2020,4,30,Waverly,It's such a honor to receive a copy of that most important letter
2020-08-03 19:05:00,3,Monday,August,2020,19,5,Carol,But I think you'll be able
2020-08-03 23:43:00,3,Monday,August,2020,23,43,Carol,<Media omitted>
2020-08-04 00:44:00,4,Tuesday,August,2020,0,44,Therese,But you knew we didn't have any other options other than a simple dinner with him
2020-08-04 02:20:00,4,Tuesday,August,2020,2,20,Carol,The first is to simply accept the invites as your friend and go to PvP
2020-08-04 09:04:00,4,Tuesday,August,2020,9,4,Waverly,"Let me take you to lunch, it’s the least I can do"
2020-08-04 16:33:00,4,Tuesday,August,2020,16,33,Carol,"What else should you expect? Well, we will just have a few days at work and you may find one of those little nugget shops that are just as good as the rest ’ so there you go"
2020-08-05 04:39:00,5,Wednesday,August,2020,4,39,Bette Porter,"That's my pussy, babe"
2020-08-05 08:23:00,5,Wednesday,August,2020,8,23,Therese,<Media omitted>
2020-08-05 14:42:00,5,Wednesday,August,2020,14,42,Carol,I don't even watch sports
2020-08-06 03:10:00,6,Thursday,August,2020,3,10,Bette Porter,I like cooking
2020-08-06 04:30:00,6,Thursday,August,2020,4,30,Carol,"Are you sure? Just what would you like me to see you tomorrow? Yeah, your body and everything like that"
2020-08-06 06:02:00,6,Thursday,August,2020,6,2,Therese,I love you all so much
2020-08-06 11:17:00,6,Thursday,August,2020,11,17,Carol,Maybe you’d like to come visit me sometime
2020-08-06 14:47:00,6,Thursday,August,2020,14,47,Therese,<Media omitted>
2020-08-06 14:53:00,6,Thursday,August,2020,14,53,Therese,I don’t want anyone to think that my mother was very bad at caring for her children
2020-08-06 16:49:00,6,Thursday,August,2020,16,49,Therese,I'll talk about things
2020-08-07 02:44:00,7,Friday,August,2020,2,44,Bette Porter,I'm going to get to
2020-08-07 12:47:00,7,Friday,August,2020,12,47,Bette Porter,"You’re welcome to [come], at least there’s some pretty country around where I live"
2020-08-07 14:28:00,7,Friday,August,2020,14,28,Arizona,"As she appeared from the same place, she suddenly raised her head and she started to walk away"
2020-08-07 16:22:00,7,Friday,August,2020,16,22,Therese,It's a perfect substitute
2020-08-07 19:52:00,7,Friday,August,2020,19,52,Carol,That part was his to lose
2020-08-07 22:52:00,7,Friday,August,2020,22,52,Bette Porter,<Media omitted>
2020-08-08 03:24:00,8,Saturday,August,2020,3,24,Therese,"Would you?


Saying so with a smile and a smiley face"
2020-08-08 14:35:00,8,Saturday,August,2020,14,35,Carol,Thank you terribly
2020-08-08 19:39:00,8,Saturday,August,2020,19,39,Carol,<Media omitted>
2020-08-09 09:05:00,9,Sunday,August,2020,9,5,Arizona,You just have to understand’that even if your girlfriend gets bored it is still worth it
2020-08-09 10:33:00,9,Sunday,August,2020,10,33,Carol,""" Anna turned as if she was going to run, but Elsa did not reply"
2020-08-09 14:27:00,9,Sunday,August,2020,14,27,Carol,I can't
2020-08-11 00:10:00,11,Tuesday,August,2020,0,10,Carol,"I believe that it is when He said to Moses: ""A long time from now my Son will come to me in the month of A"
2020-08-11 06:03:00,11,Tuesday,August,2020,6,3,Carol,It's just not good enough right now
2020-08-11 14:17:00,11,Tuesday,August,2020,14,17,Waverly,"I don't think we would have been able to see that in our training, otherwise, that's not the time I would"
2020-08-11 19:41:00,11,Tuesday,August,2020,19,41,Arizona,"Why did he move forward or leave, if you take away his life, when did he come out here and he came out here and he was already here before? If everyone knows me, there is no place for me in his system"
2020-08-11 20:40:00,11,Tuesday,August,2020,20,40,Waverly,"If I wanted you, I would have chosen to see you only once in my life, right? If"
2020-08-12 02:40:00,12,Wednesday,August,2020,2,40,Waverly,"""Hey, hey,"" he said in a voice he had never heard before"
2020-08-12 06:19:00,12,Wednesday,August,2020,6,19,Carol,‪#‎R2R2R2R2  https://twitter
2020-08-12 08:52:00,12,Wednesday,August,2020,8,52,Bette Porter,’This map's done by you
2020-08-13 02:49:00,13,Thursday,August,2020,2,49,Carol,"I said, listen, maybe I should go back there"
2020-08-13 09:40:00,13,Thursday,August,2020,9,40,Waverly,Invite me ’round
2020-08-13 10:09:00,13,Thursday,August,2020,10,9,Bette Porter,"""I am pretty sure this is the same person that used to take it as a joke so it's not like she really knows me"
2020-08-13 22:46:00,13,Thursday,August,2020,22,46,Bette Porter,But they also look like great old buildings
2020-08-13 23:08:00,13,Thursday,August,2020,23,8,Waverly,<Media omitted>
2020-08-13 23:24:00,13,Thursday,August,2020,23,24,Carol,"If you want any ideas about these shows, see this post on Reddit for more stories from the writers of the shows including those of your favorite characters and scenes from them"
2020-08-14 01:52:00,14,Friday,August,2020,1,52,Waverly,It's because they were trying to be human and didn't know how to be
2020-08-14 13:01:00,14,Friday,August,2020,13,1,Carol,"Would you?

I felt that I began to think I might as well come first"
2020-08-14 20:43:00,14,Friday,August,2020,20,43,Bette Porter,"What do you do on Sundays? What should I do today?

We all talk about the season, so I'm not going to get caught over there throwing an empty ball, but I should probably do a lot"
2020-08-15 15:36:00,15,Saturday,August,2020,15,36,Bette Porter,I think it's awesome that you all are so enthusiastic and the
2020-08-15 22:06:00,15,Saturday,August,2020,22,6,Carol,My car will go
2020-08-15 23:04:00,15,Saturday,August,2020,23,4,Carol,It might hurt
2020-08-16 10:07:00,16,Sunday,August,2020,10,7,Arizona,<Media omitted>
2020-08-16 16:28:00,16,Sunday,August,2020,16,28,Carol,And I'm not trying to make them get angry at you
2020-08-16 18:03:00,16,Sunday,August,2020,18,3,Waverly,GAS: I would give you a chance to talk about your past
2020-08-17 05:53:00,17,Monday,August,2020,5,53,Therese,<Media omitted>
2020-08-17 10:07:00,17,Monday,August,2020,10,7,Arizona,But I think I am going to need to think for a while longer
2020-08-17 10:19:00,17,Monday,August,2020,10,19,Therese,"I told you, we went the bathroom and I saw all the girls, so we knew we weren't going to see each other a couple of months later"
2020-08-17 11:20:00,17,Monday,August,2020,11,20,Therese,"In the case of my clients who are working on TV productions who do get the idea that you are going to do a project for them, they go ahead and say, ""Yeah, we thought this was a great idea"
2020-08-18 02:12:00,18,Tuesday,August,2020,2,12,Bette Porter,<Media omitted>
2020-08-18 05:41:00,18,Tuesday,August,2020,5,41,Carol,<Media omitted>
2020-08-18 07:40:00,18,Tuesday,August,2020,7,40,Bette Porter,I'm tired of that I got to feel at home in this room
2020-08-18 08:21:00,18,Tuesday,August,2020,8,21,Waverly,<Media omitted>
2020-08-18 15:38:00,18,Tuesday,August,2020,15,38,Therese,I'm sorry to see you so small
2020-08-18 17:44:00,18,Tuesday,August,2020,17,44,Waverly,Maybe he gave you a break or something
2020-08-19 07:24:00,19,Wednesday,August,2020,7,24,Arizona,"Well, maybe I'll join you at your place"
2020-08-19 11:30:00,19,Wednesday,August,2020,11,30,Waverly,Anytime you want to share a new song that you just made
2020-08-19 22:34:00,19,Wednesday,August,2020,22,34,Therese,"In the photo, when you did the surgery you said your skin color was green, the colour you give your eyebrows, and your ears are red in the picture"
2020-08-21 01:45:00,21,Friday,August,2020,1,45,Therese,As they passed a farm called Nettle and the other
2020-08-21 04:01:00,21,Friday,August,2020,4,1,Therese,<Media omitted>
2020-08-21 16:09:00,21,Friday,August,2020,16,9,Waverly,<Media omitted>
2020-08-21 19:24:00,21,Friday,August,2020,19,24,Bette Porter,"But if we have to talk about this, we would like to share a meal"
2020-08-21 22:09:00,21,Friday,August,2020,22,9,Carol,"We also have the perfect time to look at your photos and to tell you about the event (in person or online):

For the first part of the event all we have to do is meet you at the hotel and then we go back to meeting each other"
2020-08-22 07:15:00,22,Saturday,August,2020,7,15,Carol,<Media omitted>
2020-08-22 08:13:00,22,Saturday,August,2020,8,13,Carol,"If this trip sounds daunting, it is because it is"
2020-08-22 14:57:00,22,Saturday,August,2020,14,57,Bette Porter,"I said, 'I just want to do this, I need it to be for you"
2020-08-22 17:28:00,22,Saturday,August,2020,17,28,Bette Porter,The first phase is an ongoing process
2020-08-22 17:31:00,22,Saturday,August,2020,17,31,Arizona,<Media omitted>
2020-08-22 19:28:00,22,Saturday,August,2020,19,28,Arizona,Maybe that's for the best
2020-08-22 22:54:00,22,Saturday,August,2020,22,54,Carol,"""

This was your first time acting"
2020-08-22 23:05:00,22,Saturday,August,2020,23,5,Carol,There are so many ways to put it
2020-08-23 10:13:00,23,Sunday,August,2020,10,13,Arizona,The purpose of this blog is to share the cuisine of Southern California dining with you as it pertains to the Southern Californians I care about
2020-08-23 21:52:00,23,Sunday,August,2020,21,52,Carol,But there's certain games I want to play because I like watching the best action
2020-08-24 00:59:00,24,Monday,August,2020,0,59,Arizona,Please come to my place
2020-08-24 08:42:00,24,Monday,August,2020,8,42,Therese,"And I thought, perhaps, you might like to come with me"
2020-08-24 11:26:00,24,Monday,August,2020,11,26,Carol,It would be more like an invasion of privacy
2020-08-24 11:30:00,24,Monday,August,2020,11,30,Waverly,I was hoping you might like to come live with me but I guess you won’t
2020-08-25 02:14:00,25,Tuesday,August,2020,2,14,Carol,Vote for your own Team
2020-08-25 02:26:00,25,Tuesday,August,2020,2,26,Arizona,Now go get some sleep now
2020-08-25 03:22:00,25,Tuesday,August,2020,3,22,Carol,(he walks around
2020-08-25 09:02:00,25,Tuesday,August,2020,9,2,Waverly,<Media omitted>
2020-08-25 11:10:00,25,Tuesday,August,2020,11,10,Waverly,It was the girl's mother
2020-08-25 20:18:00,25,Tuesday,August,2020,20,18,Waverly,He had to tell her how long his hair was – he thought it was about 25 pounds long
2020-08-25 23:58:00,25,Tuesday,August,2020,23,58,Therese,Would you? Oh
2020-08-26 00:40:00,26,Wednesday,August,2020,0,40,Bette Porter,"Thank you for watching!

RAW Paste Data

I've been here too much"
2020-08-26 03:33:00,26,Wednesday,August,2020,3,33,Waverly,Hey? Hey! I'm going on a boat
2020-08-26 05:30:00,26,Wednesday,August,2020,5,30,Carol,"I mean, I mean who do you think is going to go see this, because I think these people here are going to be like, ""Guys you probably don't know us"
2020-08-26 06:29:00,26,Wednesday,August,2020,6,29,Therese,"So, if we go alone, I'll get you a big, clean room and then we can go to the restaurant and we can watch anime together"
2020-08-26 09:46:00,26,Wednesday,August,2020,9,46,Therese,"No, that's nothing"
2020-08-26 09:55:00,26,Wednesday,August,2020,9,55,Carol,There's a way
2020-08-26 20:12:00,26,Wednesday,August,2020,20,12,Carol,<Media omitted>
2020-08-26 20:29:00,26,Wednesday,August,2020,20,29,Waverly,"I'm not making you a jerk, you asshole"
2020-08-27 00:39:00,27,Thursday,August,2020,0,39,Bette Porter,"It will be there for the first time this month, and with an increased fan base from the event's opening two weeks, there might even be some more people on hand to provide assistance in some of those venues"
2020-08-27 02:15:00,27,Thursday,August,2020,2,15,Bette Porter,"""We'll try"
2020-08-27 08:45:00,27,Thursday,August,2020,8,45,Bette Porter,I was hoping you might like to come live with me but I guess you won’t
2020-08-27 16:35:00,27,Thursday,August,2020,16,35,Arizona,And I'm working on legislation that will get rid of Medicare and Medicaid without increasing revenues
2020-08-27 17:06:00,27,Thursday,August,2020,17,6,Bette Porter,<Media omitted>
2020-08-27 17:18:00,27,Thursday,August,2020,17,18,Therese,<Media omitted>
2020-08-27 17:40:00,27,Thursday,August,2020,17,40,Arizona,<Media omitted>
2020-08-27 21:24:00,27,Thursday,August,2020,21,24,Carol,"but, I really really do!)

If you're a fan of The Simpsons you'll love this, is it for real? I can tell you it's not"
2020-08-28 03:31:00,28,Friday,August,2020,3,31,Arizona,Her dad didn't
2020-08-28 10:06:00,28,Friday,August,2020,10,6,Bette Porter,"She wore a bright red gown on her head, similar to one of her old high school clothes"
2020-08-29 02:44:00,29,Saturday,August,2020,2,44,Arizona,<Media omitted>
2020-08-29 05:38:00,29,Saturday,August,2020,5,38,Bette Porter,","" ""B"
2020-08-29 09:41:00,29,Saturday,August,2020,9,41,Arizona,"Let me take you to lunch, it’s the least I can do"
2020-08-29 11:00:00,29,Saturday,August,2020,11,0,Arizona,That means a car will only be running our front window if our front bumper is on top
2020-08-29 11:42:00,29,Saturday,August,2020,11,42,Bette Porter,Denny
2020-08-29 12:08:00,29,Saturday,August,2020,12,8,Arizona,<Media omitted>
